sku,name,description,price,terms,section,image_downloads
323134415-700-3,SUEDE JACKET,Jacket made of suede. Cropped length. Lapel collar and long sleeves. Front hidden in-seam pockets. Front zip closure.,349.0,jackets,MAN,"['79993961-b689-4c05-a15c-5419dbff6356', '38a4c768-d910-4989-8bf6-cc62b6ee7c3d', 'e388a35d-16ae-4c91-a651-8b3c16bc89f3', '5e44aa98-1064-490f-8cd8-7100436dca6e', '9f48ddda-1fda-4253-af97-78ec2c2b551b', '110a49b0-2659-4151-995f-7cd7b680796e', '9456a602-04c4-4513-b3ff-df2143e6f613', 'd74368c0-2a9d-4edd-ad62-7734b52b7fb0', 'eb42045c-c155-416d-bb02-83e107e48a4a']"
320600275-798-2,WOOL BLEND JACKET WITH POCKETS,"Jacket made of wool blend fabric with lightly padded interior. Lapel collar and long sleeves. Front patch pockets with flaps. Interior pocket. Cropped length. Ribbed elastic hem. Front hidden button closure.

Origins special collection.",169.0,jackets,MAN,"['107e4b12-95ba-4270-9bff-4a9de3516043', '573688f5-25a9-4ff2-8477-c03a7b5ac4ab', 'c2cb3eea-9698-4b18-9836-89f92eb1c3b2', '8631a8b0-badd-4226-8897-77463d45947f', 'b38f839c-da16-4952-9402-7df559fa2e5d', 'ff1659da-4862-4653-98ab-e97bcb2b7640', '8195041f-ecb4-4357-a2d4-14a6e95c9bae', 'b39877e8-cadb-4ae0-a70d-2a37659474a9', '5c2d031f-a523-4738-8d7b-164c37293107']"
312372582-526-2,CONTRASTING COLLAR JACKET,Jacket with lightly padded interior. Contrasting lapel collar. Long sleeves with buttoned cuffs. Washed effect. Double welt pockets at chest and hip. Front zip closure.,79.9,jackets,MAN,"['f029865c-a87d-4ad4-8033-7658fbda2eef', '9d5c7af1-83f0-4aec-a23d-8d06f8d24dbe', '6ab1ce15-1ace-4649-98fb-07847c25c470', '53e1b784-0a7d-4fbd-a4e9-a7814c64cfc7', '30f1439b-2094-4a9f-b460-3aca684c8e6f', 'ed09b3fb-78b7-4bc6-90cb-29f54ccbecc3', 'fff7f043-5e0b-4179-8fdd-36eaff842bc6', 'ac1509f3-c7fc-449f-a47e-36bfdad201dd']"
321143726-712-2,TEXTURED JACKET,Jacket made of textured fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at chest and hidden pockets at hip. Side vents at hem. Front button closure.,79.9,jackets,MAN,"['7ce76b53-42ef-4715-a19d-7d4eabe41a61', '2bdbe6d9-c0a7-495c-902f-dc077727b24c', '4eb452fa-ae00-47ea-a5ec-a6d5aa22f2d8', '38f36956-4a6f-4898-8b85-7bfa1b7ce829', '33988d52-a382-49e3-ba3b-ab6e25c1dd3a', '0f103544-b37e-48ce-af02-9462a6f0181f', 'dd311c92-7362-403b-b475-a69ab8b417b9', 'f2052a43-df4a-4116-92a2-c3cda719f45c', 'e3598a94-1ab7-472b-97ec-b32c6176fe16']"
320220949-507-2,CROPPED TEXTURED JACKET,Jacket made of dense cotton fabric cut on the bias. Lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip and interior pocket. Cropped length. Front zip closure.,89.9,jackets,MAN,"['4936f226-feab-4f47-9508-936b576b0abd', 'eb83ac70-6b73-4f1d-8d37-c7ab636ef6d4', '123829b1-530a-40d4-909c-11f13c67713a', '3379920e-f448-47c2-b389-b6b5182c8598', 'b1598f55-f47d-4149-90e0-c100e6601803', '6db7ac21-fc37-4663-a698-1e47abb76881', 'e42fc825-4e2d-4459-a7d9-598f47405d9c', '51840e88-2c06-4008-a8da-148e89a72c61', '2b19bd63-9ed9-4a22-a4a3-e32c8c592c0e']"
312664937-514-2,POCKET PUFFER JACKET,Quilted jacket made of technical fabric. High collar and long sleeves. Flap pocket at chest and hidden in-seam pockets at side hip. Interior pocket. Interior elastic hem. Cropped length. Front zip closure.,129.0,jackets,MAN,"['a52197d5-8c5f-42ff-96f7-dc7c02b767e2', '05d09c20-58f9-4847-babe-072d5b3d8810', '3d0ad404-3bbb-47bc-aaa2-8dcc4229c6cd', 'c9e45e53-3156-4e5c-8107-c9ac27c8fe15', '348f38db-7ef0-42d8-a194-805bd145477c', 'a73d68f8-095a-4ad4-8866-0883dd51741e', 'c31b0da3-d9ed-46f2-9bdd-ae51b4035b1a', '1d3b9aff-efff-40ff-b0c2-e8f1124c87b3', 'd5b64b8a-8ae8-473c-8d4a-8aeded3c60e6']"
321143723-401-2,TECHNICAL JACKET WITH POCKETS,Jacket made of technical fabric with quilted interior. Lapel collar and long sleeves. Flap patch pockets at hip. Rib trim. Front button closure.,109.0,jackets,MAN,"['7060cf3e-3b95-4b2e-b9cc-825bc53e0205', 'aae9dbd4-aa5e-475d-b35b-735a58875930', '9d8b3084-0697-4a59-8e2c-5cc262890ff5', 'aa5a8505-52a7-4b9c-95c4-7f4d36134249', '4bb9b696-9c6a-43a7-9087-6aa2eb484159', 'e8311317-66e7-4b53-9bbf-982219783ae2', '2e49d1b2-769e-4e1f-9d8f-eafb2b8d7d6e', '5da5801e-1a21-498a-a7cc-fb6625755a44', '7db19b61-32d3-43ee-96c5-0438683bd4c5']"
311297763-800-2,FAUX LEATHER JACKET,Jacket made of faux leather fabric. Lapel collar and long sleeves with snap buttoned cuffs. Welt pockets at hip. Front snap button closure.,69.9,jackets,MAN,"['edac204b-ec85-4568-bfeb-0c2111e52e98', '9e9c9170-3def-4469-9c22-ad967f98fd0e', '795f8636-104b-44e2-8b25-742c6628fd99']"
311292194-731-2,FAUX SUEDE JACKET,Lapel collar jacket with long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. Front button closure.,89.9,jackets,MAN,"['07ee7311-c7bf-433f-9366-17d2fb88196b', '0788fc00-d95f-4090-830c-bb19f5c06252', '36c9f7d5-e0b1-47e8-ac35-3cd4f7955cee', '15cb350a-5949-4719-ae04-a1b31c80df65', '800a3728-51e6-4e71-9b98-4bb57cb8bbfb', '5a56e17b-09f5-4568-996c-ca04f09f006d', '3172424d-9c47-4469-a681-4144219a1456', '73fcf706-a7fd-4dcd-8d41-a33f37d38a89']"
335663355-406-2,RIPPED DENIM JACKET,Denim jacket with lapel collar and long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. All over washed effect and rips. Front button closure.,69.9,jackets,MAN,"['16c03cfa-8ebd-45ab-a045-6450b8939a4b', '81decaa3-a75d-47fc-859d-bffdb9bb9c5b', '538b924d-aaef-4cb1-9418-816c5923e794', '8663f330-1df9-464f-a91f-06325e4004c6', 'e09990d2-0270-4ec3-8087-30ea6f8448ea', '765054b5-2ea1-448f-b782-37b8eeeb83d1', '1432c1fc-140d-46b8-b30d-9770a431acc5', '34f82ce7-9eda-43f5-a3b5-65dfaf986a89', 'bd0b49e6-0b61-40e3-9806-d4bf79078aba']"
312363708-800-2,TEXTURED POCKET JACKET,Jacket with lightly padded interior. Lapel collar and long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. Front button closure.,89.9,jackets,MAN,"['cc439b52-ab0a-4a20-9d59-8e0a46e58e75', '9dc56d7d-4f67-4010-a5ce-b23d7be006b4', '789ea594-bb77-4326-9952-a704bbf255de', '963cd631-cdd7-45d4-b40c-6330eb17aee5', '16854154-91e8-476d-80ef-3352d697da8a', '1354c39f-1882-496c-8668-2778477af0cb', 'ac75255f-aad0-4673-be38-773596192089', '91d11ed0-05ce-4677-8e7a-52c5abe34986', '569d6272-17fd-4baa-b6db-f201ce6f1cb1', '81f80776-807c-4c0f-ad58-9730d55c60db']"
312320664-251-2,FAUX SUEDE PATCH JACKET,Varsity jacket made of faux suede fabric. Lapel collar and long sleeves. Double welt pockets at hip and interior pocket. Front contrasting patch appliqués and embroidery. Rib trim. Front snap button closure.,89.9,jackets,MAN,"['6e090db9-4bfe-4f3e-b41b-44a8e1e7ade2', '377f9042-8157-4315-881c-ff810ea046ce', 'c793acf5-d887-4602-8174-4878b5dc33a2', '853704f7-2bce-477d-8e35-53cac296904c', '757d3339-7254-4a4b-85c2-264a66994c26', 'e3bce42e-c6d3-45e4-98bb-bfeead7668f7', '65c6d362-9e45-4557-9078-5c5d12c5dd5f', '0ae0a5b4-2272-4705-a383-6a13d0829268', '7f5e8494-13d9-42c3-b221-cf08890f7040', 'c9c8263b-b32d-4760-871b-eb3dc1029211']"
311302445-445-97,PUFFER JACKET WITH POUCH POCKET,Jacket made of technical fabric with padded interior. High collar with front zip closure and long sleeves with elastic strap cuffs. Front and back contrast embroidered text. Zip pockets at hip. Adjustable elastic strap at hem with side zippers and strap.,89.9,jackets,MAN,"['a0dc331a-16b0-4852-b9a1-47ac6c5d3e2d', '97cb386b-0a69-4e9b-8d48-8658e9ca7feb', 'a52c1553-de4c-4652-8998-8387d2f73de0', 'fa8cc7d9-b466-4ac2-a9e5-f08d210ac136', 'b3b122ac-2b12-4a26-8fea-247819ff5f00', 'f4ece043-ff05-41dd-93e7-67b4dbb7323c', 'ef90ee86-f1fd-480f-af46-7958083ec2ad', 'eed68d09-d035-4121-a951-854c2186da75', '4a60a6cd-2f0c-4db9-acea-75118e150691', '75a5ae58-3346-4835-85f4-a3e53e3614c2']"
323216370-422-97,BOMBER JACKET,Boxy bomber jacket. Rib elastic collar and long sleeves. Welt pockets at hip. Elasticized trim. Front zip closure.,89.9,jackets,MAN,"['6f0b4874-ad21-4386-b39f-426c7533db48', '0a674cd3-7e2f-4668-a598-9aba9bb6a593', 'b41f2e2e-c9f7-4be0-8f27-cfea757b7c72', 'f13a7f56-808c-4bb7-b00b-f8037fb7ba06', '45d63e59-8c18-4f09-8d39-f514e96d98f0', 'fa30ddf1-a908-4dec-b64f-f321ebf2523b', '5e33e7c6-6dbf-4e6b-84ad-2483195ddf92', '96255f47-fea1-40e8-be8f-39f85139e392', 'd65f4444-bbd7-4d91-b6ef-a258fd39b375', '9438f824-d183-45ba-927c-8505f0f7cdb1']"
317107014-707-2,TEXTURED WEAVE OVERSHIRT,Relaxed fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Side hidden in-seam pockets. Front button closure.,89.9,jackets,MAN,"['c2e9694e-b0a5-4b3a-b3ac-e8aceee02541', '0958888c-ee37-438e-905d-26874e149e77', '92ed2252-1f42-4192-ae94-2ab9a96c1c3b', '56947dd6-298f-47f4-971f-733a8bcb944a', '6a103cc0-9662-40cc-ab67-997e1a179db6', '8f9a7226-c6cb-48b3-8ec4-56c37bbd1998', 'e1d83396-2e0e-4324-ac0c-572e15fdbcd5', '8c47254e-0deb-4d96-85d5-2ca4439445b9', '062d34dd-c986-46e1-91c9-0a2103efa326']"
328594167-800-46,STRAIGHT SUIT JACKET,Straight fit blazer. Notched lapel collar and long sleeves with buttoned cuffs. Flap pockets at hip. Interior pocket. Central back vent at hem. Front button closure.,129.0,jackets,MAN,"['11bfd553-acf0-4541-b400-77b273c6fedc', '4ccfeeef-aad1-41bf-809b-4a28a1cac2fb', '3e290e27-9115-4948-9d7b-fb521c6b83af', '05225d69-af6a-421d-b047-62e7d6d0dc47', '4cca1d07-114b-4312-9667-79cfed8a20a6', '0f285425-68b6-4bc1-aa09-809c0f236090', '554ddaaa-9860-4b1b-9a0f-cec8c3039f2c', '0a03674f-456b-420e-b40a-f46b325c0274', '6ebad0ae-7117-44ee-ac9b-cd2e9550fad8']"
311309598-711-2,HOODED QUILTED JACKET,Puffer jacket with high collar and adjustable hood. Long sleeves with interior rib cuffs. Welt pockets at hip and interior pocket. Adjustable hem with side elastics. Front zip hidden by a snap button flap.,129.0,jackets,MAN,"['5974ac87-4bcd-40dc-a1a9-64c24d6c5c44', '41c6bc0f-892f-45a9-859d-a9264bd943ec', 'b1de25ca-af9b-4200-a5fb-9b78ff6e7822', '28889519-5858-45ee-98fc-5a65b935e809', 'd2d42c68-749d-4873-998b-546dbed0ff74', '920b6d9c-b7e5-45ce-9786-ee15b81f415e', '387d1377-672c-49eb-a592-4919ecbcaaa9', 'f00c7eb6-1e98-493b-8bcf-e26929e038d7', '3dc1eba5-f201-4781-b2b1-26f92f8d6c69', 'fdf71a17-7688-4065-8f71-c75242c3dcc8']"
267133943-711-2,LIGHTWEIGHT PUFFER JACKET,Padded jacket made of technical fabric. High collar and long sleeves. Welt pockets at hip. Elasticized trim. Front zip closure.,19.99,jackets,MAN,"['23ed21b3-6d9a-4554-9939-2cf9b0c9adad', '712f9183-b2be-49e2-96fb-aed6f2335744', '86c77723-5c41-48b0-9f08-af24a8869d9a', 'fede1442-fa49-4e44-8200-c7ec95906522', 'a0de9edd-cf7d-41ae-8bac-8e14caa1cdc0', 'e1b46f5c-2071-459b-b70e-b04a42577adf', '0cfeff8c-c6c0-4b92-bfdc-47861d39a12f', 'e483e94c-29f9-4e41-968d-6ae679a72858']"
318265017-401-2,COTTON BLEND BOMBER JACKET,Jacket made of cotton blend fabric. High collar and long sleeves. Welt pockets at hip. Rib trim. Cropped length. Front zip closure.,89.9,jackets,MAN,"['05225201-bc39-4b27-8104-ec64b1a49f84', '8af7bf84-45b4-4154-bfee-4cf320db3f84', '8e67e0e1-9fc0-47be-8491-0075b9af8e28', '15ae056e-5cb1-4471-83a2-7e889a146de9', 'ae420548-1ed9-4c20-bd9e-1d0edab0548d', '198e59e9-f659-4d46-8487-765c76756506', '882f9b6e-6926-4bea-bf27-e03bdb40ed5a', 'c873e47e-9493-48eb-beff-bf0e8d52c2ee', '0bfe95f9-f146-444d-9fe3-dbe1d6a81c11']"
322410604-401-2,POCKET JACKET,Jacket made of dense technical fabric. Lapel collar and long sleeves with buttoned cuffs. Multi-functional front pockets. Front zip hidden by a snap button flap.,129.0,jackets,MAN,"['beddb60a-ae51-4392-9d08-ffd45739d680', '871bb62b-7d9d-4c5e-a8aa-725029d1409f', 'e688f23f-1f97-4bf3-a083-e70738543a59', 'f29706af-dc17-47d1-8405-9339ecfb70c7', 'ea2ca5c8-d9d8-468f-b2a8-ed0faf02d85c', 'd418214f-8876-48ea-a0aa-97747733b351', '25ac9443-a697-4f66-b8d3-66c4af63dc53', '39ad6294-789b-4c96-94a8-7ca696b4e79d', 'dbd3e095-1f04-4627-9433-6450d779d6cd', '2b6cfea1-605b-4517-b43d-8e12f4a1cdeb']"
324149982-982-2,OVERSIZED BOMBER JACKET,Oversized jacket made of technical fabric. High collar and long sleeves with pocket detail. Welt pockets at hip and interior pocket. Rib trim. Adjustable asymmetric hem with side zippers. Front zip closure.,89.9,jackets,MAN,"['2cbf1e1e-1f73-48c7-ac50-9a94f52d876a', '55052060-2dc9-4a1f-8b81-95ccceebc92c', '670d93bc-9045-4ad8-a79a-e2587b3cfaf3', '58daa3cf-273a-4b8e-bfce-940a47d78d4a', 'f3badf5c-c5cf-484d-b5c1-2cff975a4a35', 'a1cc9099-ec5c-47ae-9247-3a34b448bfd7', 'd4d55590-e15b-43b2-aa1e-0481c06854e6', '28f3efdf-4a58-4f82-a7dc-cc1cc82199dd', '6f0988fd-4e74-42f2-99cc-b759e2701404']"
320531693-707-2,EMBROIDERED PATCH JACKET,Roomy jacket made of lightweight fabric. Lapel collar and long sleeves with elastic cuffs. Contrasting patch appliqués with embroidery at front and back. Front pouch pocket. Elastic hem. Front zip closure.,79.9,jackets,MAN,"['72c5ff10-172d-4658-b815-5324bcf3e7b2', '593dd42b-cb4f-405d-af83-d9a66ffd578c', '22699b19-49d9-432d-8688-f7d0f7dd3581', '3ae557a9-11b9-41ca-936f-f4e7ba898d25', 'af198528-6af8-4700-8e96-d67975237260', 'a5c7c4b5-57b3-42a2-a60c-59b04fa0dde7', '74913998-743e-4b4d-94fe-5a276a32202b', '6a9134b4-b7ef-48bb-a6dc-b10aaddaa235', '4f7888b6-b899-48ae-99df-a431aa7957c7']"
328279967-409-3,ACID WASH DENIM JACKET,Jacket made of cotton denim. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at chest and side pockets at hip. Washed effect. Front zip closure.,89.9,jackets,MAN,"['6417d3f3-bb34-456f-a1ee-31d3009cfd2e', '50c22652-8287-43a3-9e0e-05b5b203eaf2', '28681a7a-86ae-4c93-a3ed-83773e8604ab', 'f1eb1afe-b1f6-4e9d-98c7-4625ab0d78c7', '837ac3e1-384e-479d-9a58-dc2ac70f49c7', 'a7a549e7-5b14-4249-91f4-5027df334deb', '0ffdcd89-b2d9-4112-ad93-34b8c41c0ec5', 'cbf453b6-eb72-4135-bedf-4c35aeb825ce', 'b3f65fc4-e1ae-4f53-a39a-808667e78904']"
322972491-800-2,TEXTURED DENIM JACKET LIMITED EDITION,Lapel collar jacket with long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. All over washed and uneven textured effect. Front button closure.,89.9,jackets,MAN,"['8d592fd5-ba0f-4e45-b96f-db52a4d5fca3', 'd616f3fc-435d-48b7-9007-78b5c144311e', '7bcfaf52-eacb-4da0-9650-b1f21e58579a', 'e652be94-738b-40dc-b561-ad755f2d2310', 'a7305459-1213-4c4a-aa8f-c41279a3dd06', '9422652a-9f9d-42b0-ae58-45112cbcb01c', '9f1d64fc-966d-46d0-8114-5a563937108e', 'e28eca88-f680-4784-8077-709a03b5f374']"
315936781-526-2,CONTRAST COLLAR PUFFER JACKET,"Jacket made of technical effect fabric with padded interior. Faux shearling lapel collar, long sleeves, and elastic cuffs. Welt pockets at hip. Rib trim. Front zip closure.",109.0,jackets,MAN,"['f0e0944d-5806-4b4c-8fbb-debd67c3f589', '58a15956-a6a8-4930-b058-63287e5bfeb3', 'a3f66ad7-6681-4002-92ee-5529d73b1148', 'b45ce46c-4586-47fe-a7af-875d7d6d8bb3', 'd6ac09fb-608d-489a-b978-1e491d24df76', '158b7c79-356c-45e8-857b-0166177db1ad', 'fb44d3fb-a266-4034-a176-8c3d0828ed14', 'e98caf79-4704-4e06-90f1-40f80685ea07', '41d7fe53-0a77-4990-8d2c-f96c55288f50', 'fa2298c0-ff97-41d9-8923-7b168d327c14', 'cbc2a57c-9a00-4a33-b95e-db140d135b48']"
321501682-800-2,WOOL BLEND JACKET,Jacket made of wool blend fabric. Lapel collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front zip closure.,109.0,jackets,MAN,"['6d1caf75-b273-474a-a294-34d6ade8841c', '3d627cfd-9554-4d80-9e8b-0471512f3519', '72cb994d-eee9-4ef7-897c-8e13c643fc65', 'cb8979d6-9230-464b-9746-309ed15f89c7', '0d970fe9-28b0-421d-ba78-973844ebbd31', '8fc24f32-a751-4ea4-98f5-e7972c2b71be', '853bc528-0bf1-4063-a2cf-750506dd8331', 'd0f46341-f95f-474c-81e4-1cab4ddb20e8', '6c7c6917-3c5d-4d57-aec9-3a2fbf3909d1']"
328616906-712-2,COTTON - LINEN BLEND JACKET,Jacket made of cotton and linen blend fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pocket at chest and side pockets at hip. Elastic hem. Front zip closure.,109.0,jackets,MAN,"['1584ea32-1b0f-44cd-b865-14359999918a', 'e1a35ff4-56bc-4fc5-aaef-68b9cb2965d9', '539e2b54-28e6-4ca7-875f-3e667d6632bd', 'ae50e6bd-1927-4020-97fb-caa1c38f45e3', '43b2839a-5555-4ef8-9cea-8a082701cef2', 'bbb521e2-58ac-4c8c-9194-5d3480008e68', '02e2543f-b8d9-4b08-94e7-76d4a590c9e4', 'cf68ab45-d328-4327-a0bd-d8327e2e667e', '683899ad-ff95-48ad-8f4c-98e2bb6d10fb']"
311292541-802-2,FLEECE BOMBER JACKET,Jacket made of faux shearling fabric. Rib elastic collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front zip closure.,109.0,jackets,MAN,"['15e7de36-418f-4b16-8f9c-c15380e47390', '90ae1cfc-3670-4b2c-b706-54c54311aae9', 'd2985c37-69bd-47ae-b673-36ccbea92a81', '7ccbd68e-783e-47ed-8284-d4c67f797765', '0df0ef48-8ffb-4004-b195-1719f0a5aeb2', 'a4639e2b-e067-48c9-8006-2d0c0efe4821', 'd8098889-e2db-43ee-a199-be49b40ae788', '1b3d839f-f793-41ed-9b19-ff5dbe455b72', 'b12c716d-163c-4ec5-8497-28f784edaf54']"
329804963-716-3,LEATHER JACKET,"Cropped jacket made of leather treated to give it a wrinkle look.

Lapel collar and long sleeves. Welt pockets at hip and interior pocket. Front zip closure.

Origins special collection.",439.0,jackets,MAN,"['5efe67b3-43f6-4067-975d-9611f89c4fab', 'ad72ee45-e4c1-4e98-997a-ae4c98955569', '3e89401d-fd60-4219-bcab-7a64cfc7a6cb', 'cf98bcf4-c6f2-4ef8-be59-2eb6c3580a00', 'e3f57ee9-af02-418f-a0c9-8010cf3bb15c', '33651ee3-37db-4e6f-867e-0f2489ec60ef', 'ee4d3865-a24a-4c47-8ecf-a14ae273a6f6', 'f845c121-9976-4e1e-beca-cc2cefa4ca80', 'be775abe-1c43-4096-ae6b-8a5170624a32']"
319205114-807-2,ZIPPERED JACKET,Lapel collar jacket with long sleeves. Front pouch pockets. Front zip closure.,59.9,jackets,MAN,"['066a72d3-2691-4be0-90e6-502d3981e553', '150c33e5-26c1-4c3f-95b5-cde9f2edd55b', 'efd6dd49-64f9-44ff-96ca-7f7b44ced4ee', 'd0fb7b97-ad63-4534-8b85-879ec77aaf34', 'c8a22ba7-ba95-4c84-866b-54ae7815f1a5', '3ea7ccd8-702e-4109-ac33-fb03d9be4192', '90e2a5f4-7049-42dc-8df4-0c4a7290e84e', 'fc28e9c7-8564-469a-885c-f94d1b6ab5b1', '063fe97c-ec20-4b43-b50c-1987c11c44e9']"
326488090-667-2,WASHED EFFECT BOMBER JACKET,"Technical fabric jacket with lightly padded interior that has undergone a special dyeing and washing process to give it a unique look. For this reason, the color may differ slightly from that seen in the photo.

Collar and long sleeves with ribbed elastic. Flap pockets at hip. Interior pocket. Rib elastic hem. Front zip closure.

Origins special collection.",139.0,jackets,MAN,"['22713624-1e5f-4520-84b2-5db57ed27b70', 'bca076aa-526e-40e8-838e-61e4cdc9668c', '52e54feb-fc1b-4808-8fae-0279072af398', '4167717a-a174-4ca8-975f-02fa8ddd2fb2', '72de4f70-99cc-4ede-b8da-258b51e25f91', 'b47d9f89-4fb1-485b-8e06-602dd414337c', 'd13eee26-5034-4cfc-9d1f-5c589bb79dd2', 'b63c3588-f34a-4807-bd98-4e34d8fe18ca', 'e7489e5d-5416-4a95-b7c7-7a9f39fb338b', '85b960a8-edd8-4903-942e-53bfce45fe38']"
328244979-064-48,WOOL BLEND TEXTURED JACKET,Jacket made of wool blend fabric. Pointed lapel collar and long sleeves with buttoned cuffs. Welt pockets at chest and flap pockets at hip. Interior pocket. Back vents. Front double breasted button closure.,189.0,jackets,MAN,"['11449eed-17e7-4c92-9480-d2c6ba43b665', '7f64db8d-19f1-4f07-af35-c25a5574b067', '10f14e87-954e-4036-a84c-0d7b36c82f77', 'fbfbff9c-25c4-4c85-bd80-7a509f5cefcb', 'be053011-db80-49f5-8676-a5173bca1f51', '5f15b766-1c40-48d5-b0d2-6a24270021f2', 'e1b8ddc4-16f7-41a5-8035-320f76892d40', '00235703-bb50-4f64-92ce-07df81355f37', '70612673-be8b-4c0c-8444-5c269b83fd89']"
329801179-807-48,FLANNEL SUIT JACKET,"Regular fit blazer made of wool blend fabric.

Notched lapel collar and long sleeves with buttoned cuffs. Welt pocket at chest and double welt pockets at hip. Interior pocket. Back vents. Front button closure.

Origins special collection.",189.0,jackets,MAN,"['29881808-9909-45c9-9b6a-7efa5e8a142a', '58c4076c-db8a-4970-8487-19e4f829d782', '0bdbefc8-d795-49a1-8b06-d4f501ccb41e', '4dff6c12-09bd-48b2-8036-679458957dfb', '77ccc7dc-df16-4956-9dad-ac0a08ac2c4b', '822e4456-840c-42fb-9d64-d9ef4e998381', '65762aa4-3bc8-4e03-bb9f-90f76cf684af', 'cd0caa78-5abd-4dab-9892-ab50c1762dba', '39ab70a5-5c2a-4a14-bfcd-800fc87008d1', '9b4aa9b0-05ee-4f7d-a049-fbceda8da5c2']"
276213846-500-2,COTTON JACKET,Lapel collar jacket with long sleeves with elastic cuffs. Patch pockets at hip. Elastic hem. Front snap button closure.,29.99,jackets,MAN,"['9bc4d793-e0fe-4c0c-8496-229681292e6d', 'fa06f886-b400-4a4d-8620-06dace88059c', 'a967617c-ad68-45a5-906d-2b3919fc29b3', '50c4e819-9223-4f9a-b006-219bcd5e8873', '7ed1d794-d1c4-4623-87ab-d67a223497b0', 'da51c034-64f6-4665-abc1-c04067832533', 'd06ef1b4-98f9-494b-9ec6-735c45fdef06', '3c0c10d9-ec0e-4633-899a-725b05370012', '25f9eb7a-11da-461f-8958-0ad84c7c548f']"
323661384-400-2,RELAXED FIT DENIM JACKET,"Relaxed fit jacket made of unwashed denim. This gives it a rigid appearance for the first few times it is worn that will soften over time as it is used.

Lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip. Front zip closure.",89.9,jackets,MAN,"['52dd4392-7591-410e-95fe-b11e67980fe6', '562022e1-732f-4985-b8bd-2071115bfb5c', 'a079a982-5fd8-4d5c-8ed3-cdfc4125b68b', '1e778bac-c2d7-4bfb-81c2-8f591d93e5c8', 'cd3ece5f-6523-4fa6-9e52-a04727a2cd08', 'efcc7899-fd8e-4ace-a20e-5243cac365a2', '37ff0283-5d84-44a2-af33-dc50ca1be6df', '5bb4a71c-340a-47f0-9ba3-83abd0aa63a6', '49a93735-b24a-435f-ab89-82651ef4c9b6']"
323050745-798-97,CONTRAST JACQUARD JACKET,Full cut jacket with lapel collar and long sleeves. Front button closure.,89.9,jackets,MAN,"['4841a0d0-4717-48a3-866a-1209194afce7', '4bf7e093-52d2-406b-b20c-1ecc381a88fd', '1ff5e666-462e-45dd-be34-3c097ddc57f5', '47712eb1-995b-483b-994a-67fad1be5a0e', 'c5063849-d0ad-43d3-99f8-378527164fe9', '326c3db6-82f0-4db1-bd5c-201d42cc6801', 'e2bd2a17-461a-40bc-8a82-36e75f438a36', '5d5fcc8c-bfb5-4e05-9238-4e2c3aa6476a', 'f43c6eb0-b037-48e3-b5ee-5fc0a0ddba15']"
319166635-401-2,CROPPED OVERSHIRT,Cropped overshirt made of contrast double faced fabric. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Adjustable hem with side elastics. Front button closure partially hidden by a flap.,69.9,jackets,MAN,"['e2c1ea4f-2c79-49e8-84d7-d1bc8b86a3b5', '88407964-e287-403c-81c6-2be8f9f1f11e', 'dbc8d86f-66fc-48ab-8a13-defc53b93961', '78203519-1a53-4b7e-b038-38944258b26a', 'c253fe42-d0f3-4a63-b16d-b8cc7c265610', 'dcd0eb73-e0f9-4863-baec-86104665ad9e', '7f58b28c-ee0a-4fba-8931-eec1a8cd0858', '6faf725f-c84a-4575-a14a-67fb22b14684', 'b2e00e2d-334f-40bc-9024-479ec789bc38']"
311297489-800-2,CONTRASTING PATCHES HOODED JACKET,Varsity jacket with stretchy collar and contrasting hood. Long sleeves. Welt pockets at hip and interior pocket. Embroidered appliqué and contrast front and back patches. Rib trim. Front snap button closure.,109.0,jackets,MAN,"['540e3234-e677-4203-aa7c-eee8327d2dcd', '6262dc62-da17-403e-b822-c3d64386efdf', '2da1e704-26e5-40eb-a8b4-bbf8a4f5564d', '28f42b9a-1803-4424-8a31-54ca2cf68e6a', '21d3ecc3-5a52-4c1e-b9f1-0600787f3bbf', '35312a82-c158-490d-9323-9e9888c00323', '59296200-5204-4411-a0cb-fdd81c569397', 'c18e4916-2d81-4319-ab5e-ef927d70f84f', 'e3842eca-bd69-470d-8769-f72447cf4118', 'e6d9afa1-6c1f-4f4f-b3cb-5f7165cd05ef']"
